model,basin,name,lead,CRPS,coverage90,reliability_TV,spread_skill,n
deterministic,camels_11528700,,1,0.891057932540162,,,,730
CMAL,camels_11528700,,2,0.5888873822327728,0.726027397260274,0.27397260273972607,2.609018944166438,730
deterministic,camels_11528700,,2,0.8662261441145858,,,,730
CMAL,camels_11528700,,3,0.5823375043918827,0.7273972602739726,0.2719178082191781,3.3618175399098726,730
deterministic,camels_11528700,,3,0.8816127594203165,,,,730
CMAL,camels_11528700,,4,0.5808965156178257,0.7397260273972602,0.26575342465753427,2.9364739332224965,730
deterministic,camels_11528700,,4,0.8935174964878657,,,,730
CMAL,camels_11528700,,5,0.616944819642195,0.7287671232876712,0.27808219178082194,3.193456444120695,730
deterministic,camels_11528700,,5,0.9244562982696376,,,,730
CMAL,camels_11528700,,6,0.6601671540905584,0.7356164383561644,0.28698630136986303,2.931073361501564,730
deterministic,camels_11528700,,6,0.9829065291848901,,,,730
CMAL,camels_11528700,,7,0.700756052068484,0.7054794520547946,0.2842465753424658,0.7349492408570089,730
deterministic,camels_11528700,,7,1.0385845161464116,,,,730
CMAL,camels_11532500,,0,1.3208358944500962,0.915068493150685,0.11027397260273973,3.9897907819507874,730
deterministic,camels_11532500,,0,2.1897351775267353,,,,730
CMAL,camels_11532500,,1,1.6477679599311872,0.8821917808219178,0.11712328767123288,5.091882958582086,730
deterministic,camels_11532500,,1,2.4427846384375065,,,,730
CMAL,camels_11532500,,2,1.694394620768561,0.8794520547945206,0.11027397260273974,3.358605195314055,730
deterministic,camels_11532500,,2,2.5109208817351356,,,,730
CMAL,camels_11532500,,3,1.684499548273207,0.8808219178082192,0.1527397260273973,4.016755904942384,730
deterministic,camels_11532500,,3,2.5920943524739513,,,,730
CMAL,camels_11532500,,4,1.758238749342242,0.8753424657534247,0.13835616438356166,3.0569872369398836,730
deterministic,camels_11532500,,4,2.6046816820151184,,,,730
CMAL,camels_11532500,,5,1.8878760041570897,0.8534246575342466,0.14452054794520547,3.7837930008751157,730
deterministic,camels_11532500,,5,2.7301739049284426,,,,730
CMAL,camels_11532500,,6,1.9549676591319127,0.8479452054794521,0.15616438356164386,4.561402966346318,730
deterministic,camels_11532500,,6,2.880910549425099,,,,730
CMAL,camels_11532500,,7,2.0744945065716545,0.8342465753424657,0.15410958904109592,5.169304367144023,730
deterministic,camels_11532500,,7,3.104343134573061,,,,730
