basin,variant,lead,n,issue_date_first,issue_date_last,valid_date_first,valid_date_last,coverage90,crps
camels_11264500,global,6,718,2016-10-01,2023-09-24,2016-10-07,2023-09-30,0.8802228412256268,0.8058339387438495
camels_11264500,global,7,716,2016-10-01,2023-09-23,2016-10-08,2023-09-30,0.8868715083798883,0.8211914582608637
camels_11266500,global,0,730,2016-10-01,2023-09-30,2016-10-01,2023-09-30,0.8767123287671232,0.8853090740113961
camels_11266500,global,1,728,2016-10-01,2023-09-29,2016-10-02,2023-09-30,0.8736263736263736,0.8776674056501992
camels_11266500,global,2,726,2016-10-01,2023-09-28,2016-10-03,2023-09-30,0.8746556473829201,0.8730961733873867
camels_11266500,global,3,724,2016-10-01,2023-09-27,2016-10-04,2023-09-30,0.8660220994475138,0.8812037119500602
camels_11266500,global,4,722,2016-10-01,2023-09-26,2016-10-05,2023-09-30,0.8642659279778393,0.9101742342599811
camels_11266500,global,5,720,2016-10-01,2023-09-25,2016-10-06,2023-09-30,0.8541666666666666,0.9329260947980293
camels_11266500,global,6,718,2016-10-01,2023-09-24,2016-10-07,2023-09-30,0.8454038997214485,0.945065406447323
camels_11266500,global,7,716,2016-10-01,2023-09-23,2016-10-08,2023-09-30,0.8477653631284916,0.9705489579751946
camels_11381500,global,0,730,2016-10-01,2023-09-30,2016-10-01,2023-09-30,0.9575342465753425,0.6667216561329393
camels_11381500,global,1,728,2016-10-01,2023-09-29,2016-10-02,2023-09-30,0.945054945054945,0.766896621581452
camels_11381500,global,2,726,2016-10-01,2023-09-28,2016-10-03,2023-09-30,0.9449035812672176,0.7846281156780036
camels_11381500,global,3,724,2016-10-01,2023-09-27,2016-10-04,2023-09-30,0.9433701657458563,0.7951644300793679
camels_11381500,global,4,722,2016-10-01,2023-09-26,2016-10-05,2023-09-30,0.943213296398892,0.7879307456157616
camels_11381500,global,5,720,2016-10-01,2023-09-25,2016-10-06,2023-09-30,0.9416666666666667,0.8154294887605017
camels_11381500,global,6,718,2016-10-01,2023-09-24,2016-10-07,2023-09-30,0.9387186629526463,0.8533955212234104
camels_11381500,global,7,716,2016-10-01,2023-09-23,2016-10-08,2023-09-30,0.9315642458100558,0.8968080572669898
camels_11451100,global,0,577,2016-10-01,2023-04-30,2016-10-01,2023-04-30,0.8214904679376083,1.1517803205260129
camels_11451100,global,1,575,2016-10-01,2023-04-29,2016-10-02,2023-04-30,0.7965217391304348,1.4581457162174218
camels_11451100,global,2,573,2016-10-01,2023-04-28,2016-10-03,2023-04-30,0.7993019197207679,1.4808388646773625
camels_11451100,global,3,571,2016-10-01,2023-04-27,2016-10-04,2023-04-30,0.8108581436077058,1.5362795475890871
camels_11451100,global,4,569,2016-10-01,2023-04-26,2016-10-05,2023-04-30,0.8154657293497364,1.5970697427787444
camels_11451100,global,5,567,2016-10-01,2023-04-25,2016-10-06,2023-04-30,0.8112874779541446,1.6916864943411951
camels_11451100,global,6,565,2016-10-01,2023-04-24,2016-10-07,2023-04-30,0.8212389380530973,1.7666516271902395
camels_11451100,global,7,563,2016-10-01,2023-04-23,2016-10-08,2023-04-30,0.822380106571936,1.727327384319073
camels_11468500,global,0,730,2016-10-01,2023-09-30,2016-10-01,2023-09-30,0.9972602739726028,0.5714792907168473
camels_11468500,global,1,728,2016-10-01,2023-09-29,2016-10-02,2023-09-30,0.9711538461538461,0.7003104329763702
camels_11468500,global,2,726,2016-10-01,2023-09-28,2016-10-03,2023-09-30,0.9848484848484849,0.7149753723580787
camels_11468500,global,3,724,2016-10-01,2023-09-27,2016-10-04,2023-09-30,0.9792817679558011,0.7327745177932187
camels_11468500,global,4,722,2016-10-01,2023-09-26,2016-10-05,2023-09-30,0.9764542936288089,0.7600069955461419
camels_11468500,global,5,720,2016-10-01,2023-09-25,2016-10-06,2023-09-30,0.9763888888888889,0.790736488498329
camels_11468500,global,6,718,2016-10-01,2023-09-24,2016-10-07,2023-09-30,0.9665738161559888,0.8672173958612194
camels_11468500,global,7,716,2016-10-01,2023-09-23,2016-10-08,2023-09-30,0.9553072625698324,0.8966398600639619
camels_11473900,global,0,730,2016-10-01,2023-09-30,2016-10-01,2023-09-30,0.9041095890410958,0.7415956152427885
camels_11473900,global,1,728,2016-10-01,2023-09-29,2016-10-02,2023-09-30,0.8928571428571429,0.8809068896188612
camels_11473900,global,2,726,2016-10-01,2023-09-28,2016-10-03,2023-09-30,0.8898071625344353,0.8787052641089594
camels_11473900,global,3,724,2016-10-01,2023-09-27,2016-10-04,2023-09-30,0.888121546961326,0.8985762245835013
camels_11473900,global,4,722,2016-10-01,2023-09-26,2016-10-05,2023-09-30,0.8947368421052632,0.8997812939314974
camels_11473900,global,5,720,2016-10-01,2023-09-25,2016-10-06,2023-09-30,0.8861111111111111,0.9223340233920712
camels_11473900,global,6,718,2016-10-01,2023-09-24,2016-10-07,2023-09-30,0.8844011142061281,0.9104045715830535
camels_11473900,global,7,716,2016-10-01,2023-09-23,2016-10-08,2023-09-30,0.8770949720670391,0.9285539875037555
camels_11475560,global,0,730,2016-10-01,2023-09-30,2016-10-01,2023-09-30,0.9383561643835616,1.1706506696508152
camels_11475560,global,1,728,2016-10-01,2023-09-29,2016-10-02,2023-09-30,0.9203296703296703,1.4124852485484243
camels_11475560,global,2,726,2016-10-01,2023-09-28,2016-10-03,2023-09-30,0.9214876033057852,1.4326722499047584
camels_11475560,global,3,724,2016-10-01,2023-09-27,2016-10-04,2023-09-30,0.9281767955801105,1.42502534467456
camels_11475560,global,4,722,2016-10-01,2023-09-26,2016-10-05,2023-09-30,0.925207756232687,1.3912570979027092
camels_11475560,global,5,720,2016-10-01,2023-09-25,2016-10-06,2023-09-30,0.9319444444444445,1.4179279701441692
camels_11475560,global,6,718,2016-10-01,2023-09-24,2016-10-07,2023-09-30,0.9303621169916435,1.4551943579138973
camels_11475560,global,7,716,2016-10-01,2023-09-23,2016-10-08,2023-09-30,0.9259776536312849,1.5151134668549557
camels_11476600,global,0,730,2016-10-01,2023-09-30,2016-10-01,2023-09-30,0.9794520547945206,1.2028951487729713
camels_11476600,global,1,728,2016-10-01,2023-09-29,2016-10-02,2023-09-30,0.9684065934065934,1.48587023123157
camels_11476600,global,2,726,2016-10-01,2023-09-28,2016-10-03,2023-09-30,0.9641873278236914,1.477318322362562
camels_11476600,global,3,724,2016-10-01,2023-09-27,2016-10-04,2023-09-30,0.9585635359116023,1.515096169856268
camels_11476600,global,4,722,2016-10-01,2023-09-26,2016-10-05,2023-09-30,0.9653739612188366,1.4801530072199331
camels_11476600,global,5,720,2016-10-01,2023-09-25,2016-10-06,2023-09-30,0.9680555555555556,1.546455955759401
camels_11476600,global,6,718,2016-10-01,2023-09-24,2016-10-07,2023-09-30,0.9637883008356546,1.5199782335069358
camels_11476600,global,7,716,2016-10-01,2023-09-23,2016-10-08,2023-09-30,0.946927374301676,1.578047859280684
camels_11478500,global,0,730,2016-10-01,2023-09-30,2016-10-01,2023-09-30,0.9794520547945206,1.2563167929442622
camels_11478500,global,1,728,2016-10-01,2023-09-29,2016-10-02,2023-09-30,0.9601648351648352,1.5919726620691728
camels_11478500,global,2,726,2016-10-01,2023-09-28,2016-10-03,2023-09-30,0.9586776859504132,1.6045394817932537
camels_11478500,global,3,724,2016-10-01,2023-09-27,2016-10-04,2023-09-30,0.9544198895027625,1.637854265045778
camels_11478500,global,4,722,2016-10-01,2023-09-26,2016-10-05,2023-09-30,0.9598337950138505,1.6096050408306108
camels_11478500,global,5,720,2016-10-01,2023-09-25,2016-10-06,2023-09-30,0.9597222222222223,1.6694168702867695
camels_11478500,global,6,718,2016-10-01,2023-09-24,2016-10-07,2023-09-30,0.9512534818941504,1.6914374059460646
camels_11478500,global,7,716,2016-10-01,2023-09-23,2016-10-08,2023-09-30,0.9441340782122905,1.749370003502209
camels_11480390,global,0,730,2016-10-01,2023-09-30,2016-10-01,2023-09-30,0.9191780821917809,1.0006778406350203
camels_11480390,global,1,728,2016-10-01,2023-09-29,2016-10-02,2023-09-30,0.8997252747252747,1.1608029963509638
camels_11480390,global,2,726,2016-10-01,2023-09-28,2016-10-03,2023-09-30,0.9077134986225895,1.1482138899599725
camels_11480390,global,3,724,2016-10-01,2023-09-27,2016-10-04,2023-09-30,0.9046961325966851,1.1651909057282028
camels_11480390,global,4,722,2016-10-01,2023-09-26,2016-10-05,2023-09-30,0.9127423822714681,1.1565581978153399
camels_11480390,global,5,720,2016-10-01,2023-09-25,2016-10-06,2023-09-30,0.9097222222222222,1.1947182212414122
camels_11480390,global,6,718,2016-10-01,2023-09-24,2016-10-07,2023-09-30,0.9080779944289693,1.236312467275596
camels_11480390,global,7,716,2016-10-01,2023-09-23,2016-10-08,2023-09-30,0.8924581005586593,1.2797933740885357
camels_11481200,global,0,730,2016-10-01,2023-09-30,2016-10-01,2023-09-30,0.9602739726027397,0.9249469301253247
camels_11481200,global,1,728,2016-10-01,2023-09-29,2016-10-02,2023-09-30,0.9409340659340659,1.140608571922507
camels_11481200,global,2,726,2016-10-01,2023-09-28,2016-10-03,2023-09-30,0.9435261707988981,1.191719855918922
camels_11481200,global,3,724,2016-10-01,2023-09-27,2016-10-04,2023-09-30,0.9378453038674033,1.2462504832333732
camels_11481200,global,4,722,2016-10-01,2023-09-26,2016-10-05,2023-09-30,0.943213296398892,1.2788529540298048
camels_11481200,global,5,720,2016-10-01,2023-09-25,2016-10-06,2023-09-30,0.9430555555555555,1.347425545961053
camels_11481200,global,6,718,2016-10-01,2023-09-24,2016-10-07,2023-09-30,0.9387186629526463,1.4249906377586516
camels_11481200,global,7,716,2016-10-01,2023-09-23,2016-10-08,2023-09-30,0.9357541899441341,1.5043860351161498
camels_11482500,global,0,730,2016-10-01,2023-09-30,2016-10-01,2023-09-30,0.9493150684931507,0.743392434343976
camels_11482500,global,1,728,2016-10-01,2023-09-29,2016-10-02,2023-09-30,0.9326923076923077,0.9041683085221914
camels_11482500,global,2,726,2016-10-01,2023-09-28,2016-10-03,2023-09-30,0.9297520661157025,0.9169482759292188
camels_11482500,global,3,724,2016-10-01,2023-09-27,2016-10-04,2023-09-30,0.925414364640884,0.9433294058992544
camels_11482500,global,4,722,2016-10-01,2023-09-26,2016-10-05,2023-09-30,0.9376731301939059,0.9559073683180109
camels_11482500,global,5,720,2016-10-01,2023-09-25,2016-10-06,2023-09-30,0.9277777777777778,1.0190514586329107
camels_11482500,global,6,718,2016-10-01,2023-09-24,2016-10-07,2023-09-30,0.9261838440111421,1.0959354500572713
camels_11482500,global,7,716,2016-10-01,2023-09-23,2016-10-08,2023-09-30,0.9203910614525139,1.1719603594535772
camels_11522500,global,0,730,2016-10-01,2023-09-30,2016-10-01,2023-09-30,0.9643835616438357,0.6346804787488981
camels_11522500,global,1,728,2016-10-01,2023-09-29,2016-10-02,2023-09-30,0.9615384615384616,0.6865941099740771
camels_11522500,global,2,726,2016-10-01,2023-09-28,2016-10-03,2023-09-30,0.9545454545454546,0.6925282403707984
camels_11522500,global,3,724,2016-10-01,2023-09-27,2016-10-04,2023-09-30,0.9530386740331491,0.6915430991343062
camels_11522500,global,4,722,2016-10-01,2023-09-26,2016-10-05,2023-09-30,0.9515235457063712,0.7033831422740502
camels_11522500,global,5,720,2016-10-01,2023-09-25,2016-10-06,2023-09-30,0.9458333333333333,0.7099467156280267
camels_11522500,global,6,718,2016-10-01,2023-09-24,2016-10-07,2023-09-30,0.958217270194986,0.7154904641100297
camels_11522500,global,7,716,2016-10-01,2023-09-23,2016-10-08,2023-09-30,0.9497206703910615,0.7499763579138078
camels_11523200,global,0,730,2016-10-01,2023-09-30,2016-10-01,2023-09-30,0.9616438356164384,0.7875602506880954
camels_11523200,global,1,728,2016-10-01,2023-09-29,2016-10-02,2023-09-30,0.9532967032967034,0.8324084781317405
camels_11523200,global,2,726,2016-10-01,2023-09-28,2016-10-03,2023-09-30,0.9476584022038568,0.8255238582071351
camels_11523200,global,3,724,2016-10-01,2023-09-27,2016-10-04,2023-09-30,0.9488950276243094,0.8485238281122288
camels_11523200,global,4,722,2016-10-01,2023-09-26,2016-10-05,2023-09-30,0.9529085872576177,0.8373551265593386
camels_11523200,global,5,720,2016-10-01,2023-09-25,2016-10-06,2023-09-30,0.9527777777777777,0.8966731826718618
camels_11523200,global,6,718,2016-10-01,2023-09-24,2016-10-07,2023-09-30,0.9498607242339833,0.9305681857574197
camels_11523200,global,7,716,2016-10-01,2023-09-23,2016-10-08,2023-09-30,0.946927374301676,1.010561597179546
camels_11528700,global,0,730,2016-10-01,2023-09-30,2016-10-01,2023-09-30,0.9808219178082191,0.5364925525581854
camels_11528700,global,1,728,2016-10-01,2023-09-29,2016-10-02,2023-09-30,0.967032967032967,0.6125983309692217
camels_11528700,global,2,726,2016-10-01,2023-09-28,2016-10-03,2023-09-30,0.9586776859504132,0.6182280221522077
camels_11528700,global,3,724,2016-10-01,2023-09-27,2016-10-04,2023-09-30,0.9640883977900553,0.6228577881782216
camels_11528700,global,4,722,2016-10-01,2023-09-26,2016-10-05,2023-09-30,0.9764542936288089,0.613170430022578
camels_11528700,global,5,720,2016-10-01,2023-09-25,2016-10-06,2023-09-30,0.9666666666666667,0.644949616612929
camels_11528700,global,6,718,2016-10-01,2023-09-24,2016-10-07,2023-09-30,0.9665738161559888,0.6907635033299657
camels_11528700,global,7,716,2016-10-01,2023-09-23,2016-10-08,2023-09-30,0.9622905027932961,0.7239310256258178
camels_11532500,global,0,730,2016-10-01,2023-09-30,2016-10-01,2023-09-30,0.9835616438356164,1.4804695938477648
camels_11532500,global,1,728,2016-10-01,2023-09-29,2016-10-02,2023-09-30,0.9739010989010989,1.7515740749717978
camels_11532500,global,2,726,2016-10-01,2023-09-28,2016-10-03,2023-09-30,0.9752066115702479,1.800626812298648
camels_11532500,global,3,724,2016-10-01,2023-09-27,2016-10-04,2023-09-30,0.9709944751381215,1.8192285769554535
camels_11532500,global,4,722,2016-10-01,2023-09-26,2016-10-05,2023-09-30,0.9626038781163435,1.8785293497328226
camels_11532500,global,5,720,2016-10-01,2023-09-25,2016-10-06,2023-09-30,0.9597222222222223,2.0100787176293666
camels_11532500,global,6,718,2016-10-01,2023-09-24,2016-10-07,2023-09-30,0.9693593314763231,2.062742160769068
camels_11532500,global,7,716,2016-10-01,2023-09-23,2016-10-08,2023-09-30,0.9567039106145251,2.1660081206147246
camels_10336645,flow-conditional,0,730,2016-10-01,2023-09-30,2016-10-01,2023-09-30,0.6712328767123288,1.5334552147115965
camels_10336645,flow-conditional,1,728,2016-10-01,2023-09-29,2016-10-02,2023-09-30,0.6730769230769231,1.5397191647043642
camels_10336645,flow-conditional,2,726,2016-10-01,2023-09-28,2016-10-03,2023-09-30,0.6680440771349863,1.543838492927758
camels_10336645,flow-conditional,3,724,2016-10-01,2023-09-27,2016-10-04,2023-09-30,0.6712707182320442,1.5516406305993065
camels_10336645,flow-conditional,4,722,2016-10-01,2023-09-26,2016-10-05,2023-09-30,0.6772853185595568,1.566849866602793
camels_10336645,flow-conditional,5,720,2016-10-01,2023-09-25,2016-10-06,2023-09-30,0.6722222222222223,1.584349920293265
camels_10336645,flow-conditional,6,718,2016-10-01,2023-09-24,2016-10-07,2023-09-30,0.6685236768802229,1.6245858512527698
camels_10336645,flow-conditional,7,716,2016-10-01,2023-09-23,2016-10-08,2023-09-30,0.6634078212290503,1.651790439412403
camels_10336660,flow-conditional,0,730,2016-10-01,2023-09-30,2016-10-01,2023-09-30,0.8616438356164383,1.239793811368916
camels_10336660,flow-conditional,1,728,2016-10-01,2023-09-29,2016-10-02,2023-09-30,0.8612637362637363,1.252763949040172
camels_10336660,flow-conditional,2,726,2016-10-01,2023-09-28,2016-10-03,2023-09-30,0.8581267217630854,1.243425309020275
camels_10336660,flow-conditional,3,724,2016-10-01,2023-09-27,2016-10-04,2023-09-30,0.8577348066298343,1.2412937239232373
camels_10336660,flow-conditional,4,722,2016-10-01,2023-09-26,2016-10-05,2023-09-30,0.8587257617728532,1.269849733879601
camels_10336660,flow-conditional,5,720,2016-10-01,2023-09-25,2016-10-06,2023-09-30,0.8597222222222223,1.2562415314426854
camels_10336660,flow-conditional,6,718,2016-10-01,2023-09-24,2016-10-07,2023-09-30,0.8495821727019499,1.2862856103495979
camels_10336660,flow-conditional,7,716,2016-10-01,2023-09-23,2016-10-08,2023-09-30,0.8449720670391061,1.3243583609567267
camels_10343500,flow-conditional,0,730,2016-10-01,2023-09-30,2016-10-01,2023-09-30,0.8301369863013699,0.4912610144299532
camels_10343500,flow-conditional,1,728,2016-10-01,2023-09-29,2016-10-02,2023-09-30,0.8145604395604396,0.5132592184395024
camels_10343500,flow-conditional,2,726,2016-10-01,2023-09-28,2016-10-03,2023-09-30,0.8209366391184573,0.5128445681227738
camels_10343500,flow-conditional,3,724,2016-10-01,2023-09-27,2016-10-04,2023-09-30,0.8162983425414365,0.513698625982418
camels_10343500,flow-conditional,4,722,2016-10-01,2023-09-26,2016-10-05,2023-09-30,0.817174515235457,0.5076930042299642
camels_10343500,flow-conditional,5,720,2016-10-01,2023-09-25,2016-10-06,2023-09-30,0.8194444444444444,0.5282917053494584
camels_10343500,flow-conditional,6,718,2016-10-01,2023-09-24,2016-10-07,2023-09-30,0.8105849582172702,0.5377550933061996
camels_10343500,flow-conditional,7,716,2016-10-01,2023-09-23,2016-10-08,2023-09-30,0.8170391061452514,0.545052996078482
camels_11148900,flow-conditional,0,730,2016-10-01,2023-09-30,2016-10-01,2023-09-30,0.8136986301369863,1.1241538483898148
camels_11148900,flow-conditional,1,728,2016-10-01,2023-09-29,2016-10-02,2023-09-30,0.8063186813186813,1.2568845587354498
camels_11148900,flow-conditional,2,726,2016-10-01,2023-09-28,2016-10-03,2023-09-30,0.790633608815427,1.351306049904592
camels_11148900,flow-conditional,3,724,2016-10-01,2023-09-27,2016-10-04,2023-09-30,0.7831491712707183,1.3513468991514084
camels_11148900,flow-conditional,4,722,2016-10-01,2023-09-26,2016-10-05,2023-09-30,0.7894736842105263,1.3850490509841036
camels_11148900,flow-conditional,5,720,2016-10-01,2023-09-25,2016-10-06,2023-09-30,0.7777777777777778,1.3607645773271428
camels_11148900,flow-conditional,6,718,2016-10-01,2023-09-24,2016-10-07,2023-09-30,0.786908077994429,1.336512218595933
camels_11148900,flow-conditional,7,716,2016-10-01,2023-09-23,2016-10-08,2023-09-30,0.7891061452513967,1.426582376976562
camels_11230500,flow-conditional,0,730,2016-10-01,2023-09-30,2016-10-01,2023-09-30,0.9671232876712329,0.5438995040257883
camels_11230500,flow-conditional,1,728,2016-10-01,2023-09-29,2016-10-02,2023-09-30,0.9684065934065934,0.5268204751307299
camels_11230500,flow-conditional,2,726,2016-10-01,2023-09-28,2016-10-03,2023-09-30,0.9696969696969697,0.5261866295165537
camels_11230500,flow-conditional,3,724,2016-10-01,2023-09-27,2016-10-04,2023-09-30,0.962707182320442,0.5313166946127642
camels_11230500,flow-conditional,4,722,2016-10-01,2023-09-26,2016-10-05,2023-09-30,0.9681440443213296,0.5387466236061349
camels_11230500,flow-conditional,5,720,2016-10-01,2023-09-25,2016-10-06,2023-09-30,0.9638888888888889,0.5582180020689375
camels_11230500,flow-conditional,6,718,2016-10-01,2023-09-24,2016-10-07,2023-09-30,0.9526462395543176,0.5805411307168423
camels_11230500,flow-conditional,7,716,2016-10-01,2023-09-23,2016-10-08,2023-09-30,0.9371508379888268,0.6058070954956818
camels_11237500,flow-conditional,0,730,2016-10-01,2023-09-30,2016-10-01,2023-09-30,0.7808219178082192,1.0069160454314798
camels_11237500,flow-conditional,1,728,2016-10-01,2023-09-29,2016-10-02,2023-09-30,0.7692307692307693,1.0153997965030097
camels_11237500,flow-conditional,2,726,2016-10-01,2023-09-28,2016-10-03,2023-09-30,0.7713498622589532,1.0200888945565896
camels_11237500,flow-conditional,3,724,2016-10-01,2023-09-27,2016-10-04,2023-09-30,0.7693370165745856,1.0479779969308065
camels_11237500,flow-conditional,4,722,2016-10-01,2023-09-26,2016-10-05,2023-09-30,0.7673130193905817,1.1028558303133782
camels_11237500,flow-conditional,5,720,2016-10-01,2023-09-25,2016-10-06,2023-09-30,0.7472222222222222,1.1723118237523238
camels_11237500,flow-conditional,6,718,2016-10-01,2023-09-24,2016-10-07,2023-09-30,0.7353760445682451,1.207870414978598
camels_11237500,flow-conditional,7,716,2016-10-01,2023-09-23,2016-10-08,2023-09-30,0.7206703910614525,1.2718045037620032
camels_11264500,flow-conditional,0,730,2016-10-01,2023-09-30,2016-10-01,2023-09-30,0.9041095890410958,0.7507480348953168
camels_11264500,flow-conditional,1,728,2016-10-01,2023-09-29,2016-10-02,2023-09-30,0.8928571428571429,0.7374047215549187
camels_11264500,flow-conditional,2,726,2016-10-01,2023-09-28,2016-10-03,2023-09-30,0.8939393939393939,0.7348562925124988
camels_11264500,flow-conditional,3,724,2016-10-01,2023-09-27,2016-10-04,2023-09-30,0.8895027624309392,0.7367360740279466
camels_11264500,flow-conditional,4,722,2016-10-01,2023-09-26,2016-10-05,2023-09-30,0.8905817174515236,0.7572015093269678
camels_11264500,flow-conditional,5,720,2016-10-01,2023-09-25,2016-10-06,2023-09-30,0.8791666666666667,0.7707661627751882
camels_11264500,flow-conditional,6,718,2016-10-01,2023-09-24,2016-10-07,2023-09-30,0.8774373259052924,0.7708577463750723
camels_11264500,flow-conditional,7,716,2016-10-01,2023-09-23,2016-10-08,2023-09-30,0.8784916201117319,0.7874819037006043
camels_11266500,flow-conditional,0,730,2016-10-01,2023-09-30,2016-10-01,2023-09-30,0.8561643835616438,0.8727357178882055
camels_11266500,flow-conditional,1,728,2016-10-01,2023-09-29,2016-10-02,2023-09-30,0.8516483516483516,0.8606440821332867
camels_11266500,flow-conditional,2,726,2016-10-01,2023-09-28,2016-10-03,2023-09-30,0.8553719008264463,0.8544018233907642
camels_11266500,flow-conditional,3,724,2016-10-01,2023-09-27,2016-10-04,2023-09-30,0.8453038674033149,0.8641802990638231
camels_11266500,flow-conditional,4,722,2016-10-01,2023-09-26,2016-10-05,2023-09-30,0.8476454293628809,0.890235459395747
camels_11266500,flow-conditional,5,720,2016-10-01,2023-09-25,2016-10-06,2023-09-30,0.8333333333333334,0.9172559442484236
camels_11266500,flow-conditional,6,718,2016-10-01,2023-09-24,2016-10-07,2023-09-30,0.83008356545961,0.922455573502388
camels_11266500,flow-conditional,7,716,2016-10-01,2023-09-23,2016-10-08,2023-09-30,0.8282122905027933,0.9536237702358465
camels_11381500,flow-conditional,0,730,2016-10-01,2023-09-30,2016-10-01,2023-09-30,0.958904109589041,0.6467489683165455
camels_11381500,flow-conditional,1,728,2016-10-01,2023-09-29,2016-10-02,2023-09-30,0.9464285714285714,0.7558538279988198
camels_11381500,flow-conditional,2,726,2016-10-01,2023-09-28,2016-10-03,2023-09-30,0.940771349862259,0.7691234029864049
camels_11381500,flow-conditional,3,724,2016-10-01,2023-09-27,2016-10-04,2023-09-30,0.9392265193370166,0.7792848273350147
camels_11381500,flow-conditional,4,722,2016-10-01,2023-09-26,2016-10-05,2023-09-30,0.9404432132963989,0.7649317314453025
camels_11381500,flow-conditional,5,720,2016-10-01,2023-09-25,2016-10-06,2023-09-30,0.9361111111111111,0.7880118725789269
camels_11381500,flow-conditional,6,718,2016-10-01,2023-09-24,2016-10-07,2023-09-30,0.9275766016713092,0.8339403384584825
camels_11381500,flow-conditional,7,716,2016-10-01,2023-09-23,2016-10-08,2023-09-30,0.9245810055865922,0.8944419627392697
camels_11451100,flow-conditional,0,577,2016-10-01,2023-04-30,2016-10-01,2023-04-30,0.8509532062391681,1.0707406648070992
camels_11451100,flow-conditional,1,575,2016-10-01,2023-04-29,2016-10-02,2023-04-30,0.8173913043478261,1.3929049344783313
camels_11451100,flow-conditional,2,573,2016-10-01,2023-04-28,2016-10-03,2023-04-30,0.8237347294938918,1.4210970046511777
camels_11451100,flow-conditional,3,571,2016-10-01,2023-04-27,2016-10-04,2023-04-30,0.8266199649737302,1.4445851456066703
camels_11451100,flow-conditional,4,569,2016-10-01,2023-04-26,2016-10-05,2023-04-30,0.827768014059754,1.51223099058551
camels_11451100,flow-conditional,5,567,2016-10-01,2023-04-25,2016-10-06,2023-04-30,0.8271604938271605,1.5936186784499125
camels_11451100,flow-conditional,6,565,2016-10-01,2023-04-24,2016-10-07,2023-04-30,0.8407079646017699,1.6698853594702727
camels_11451100,flow-conditional,7,563,2016-10-01,2023-04-23,2016-10-08,2023-04-30,0.8206039076376554,1.6610662925599184
camels_11468500,flow-conditional,0,730,2016-10-01,2023-09-30,2016-10-01,2023-09-30,0.9904109589041096,0.5081217620448131
camels_11468500,flow-conditional,1,728,2016-10-01,2023-09-29,2016-10-02,2023-09-30,0.9697802197802198,0.6540800118851884
camels_11468500,flow-conditional,2,726,2016-10-01,2023-09-28,2016-10-03,2023-09-30,0.9641873278236914,0.6663812045854411
camels_11468500,flow-conditional,3,724,2016-10-01,2023-09-27,2016-10-04,2023-09-30,0.962707182320442,0.6753224602178851
camels_11468500,flow-conditional,4,722,2016-10-01,2023-09-26,2016-10-05,2023-09-30,0.9653739612188366,0.7153211082647528
camels_11468500,flow-conditional,5,720,2016-10-01,2023-09-25,2016-10-06,2023-09-30,0.9555555555555556,0.745934376538861
camels_11468500,flow-conditional,6,718,2016-10-01,2023-09-24,2016-10-07,2023-09-30,0.9554317548746518,0.8298155438191731
camels_11468500,flow-conditional,7,716,2016-10-01,2023-09-23,2016-10-08,2023-09-30,0.9301675977653632,0.8581840720409207
camels_11473900,flow-conditional,0,730,2016-10-01,2023-09-30,2016-10-01,2023-09-30,0.8767123287671232,0.755556930759735
camels_11473900,flow-conditional,1,728,2016-10-01,2023-09-29,2016-10-02,2023-09-30,0.8667582417582418,0.8932050176981489
camels_11473900,flow-conditional,2,726,2016-10-01,2023-09-28,2016-10-03,2023-09-30,0.8581267217630854,0.8987532876675882
camels_11473900,flow-conditional,3,724,2016-10-01,2023-09-27,2016-10-04,2023-09-30,0.861878453038674,0.9100823047248462
camels_11473900,flow-conditional,4,722,2016-10-01,2023-09-26,2016-10-05,2023-09-30,0.8490304709141274,0.9273850753902879
camels_11473900,flow-conditional,5,720,2016-10-01,2023-09-25,2016-10-06,2023-09-30,0.8569444444444444,0.9387062035315599
camels_11473900,flow-conditional,6,718,2016-10-01,2023-09-24,2016-10-07,2023-09-30,0.8426183844011143,0.932168614963101
camels_11473900,flow-conditional,7,716,2016-10-01,2023-09-23,2016-10-08,2023-09-30,0.8519553072625698,0.9551387343960399
camels_11475560,flow-conditional,0,730,2016-10-01,2023-09-30,2016-10-01,2023-09-30,0.9452054794520548,1.046815510670647
camels_11475560,flow-conditional,1,728,2016-10-01,2023-09-29,2016-10-02,2023-09-30,0.9258241758241759,1.3028485955587887
camels_11475560,flow-conditional,2,726,2016-10-01,2023-09-28,2016-10-03,2023-09-30,0.9297520661157025,1.3147953899697478
camels_11475560,flow-conditional,3,724,2016-10-01,2023-09-27,2016-10-04,2023-09-30,0.9267955801104972,1.311347187827712
camels_11475560,flow-conditional,4,722,2016-10-01,2023-09-26,2016-10-05,2023-09-30,0.925207756232687,1.2984729039363836
camels_11475560,flow-conditional,5,720,2016-10-01,2023-09-25,2016-10-06,2023-09-30,0.9291666666666667,1.3285267860913879
camels_11475560,flow-conditional,6,718,2016-10-01,2023-09-24,2016-10-07,2023-09-30,0.9331476323119777,1.3604694043894932
camels_11475560,flow-conditional,7,716,2016-10-01,2023-09-23,2016-10-08,2023-09-30,0.9315642458100558,1.4638127253317532
camels_11476600,flow-conditional,0,730,2016-10-01,2023-09-30,2016-10-01,2023-09-30,0.9767123287671233,1.0563668188142685
camels_11476600,flow-conditional,1,728,2016-10-01,2023-09-29,2016-10-02,2023-09-30,0.9532967032967034,1.3942255925721647
